node,year_construction,capacity_existing
AT,1993,0.34872850718356513
AT,1994,0.353857504504008
AT,1995,0.5010485007871821
AT,1996,0.4866766932979246
AT,1997,0.40132358752875297
AT,1998,0.420302744734736
AT,1999,0.41841295044414684
AT,2000,0.36903465598855434
AT,2001,0.3149927865315575
AT,2002,0.2653115002640854
AT,2003,0.2674324429472425
AT,2004,0.2843625008893801
AT,2005,0.3246447937347319
AT,2006,0.36492708658008366
AT,2007,0.3793207594578273
AT,2008,0.4161795571916324
AT,2009,0.5385195293985995
AT,2010,0.5039066194250152
AT,2011,0.5022573444077738
AT,2012,0.4559277098325366
AT,2013,0.4288864715290154
AT,2014,0.403391428554158
AT,2015,0.3951731661102901
AT,2016,0.4266437073957211
AT,2017,0.537601183082181
AT,2018,0.604924714231054
AT,2019,0.6048341290501827
AT,2020,0.4430052652372187
AT,2021,0.4627465874132906
BE,1993,0.7507246852843708
BE,1994,0.7081023515450819
BE,1995,0.6032924174564432
BE,1996,0.6823301299196345
BE,1997,0.6837265394688918
BE,1998,0.6851229490181492
BE,1999,0.7154618492585205
BE,2000,0.7231692843902388
BE,2001,0.5782347101721061
BE,2002,0.5229437265065187
BE,2003,0.45590053522170887
BE,2004,0.4546361554963524
BE,2005,0.4117311226047111
BE,2006,0.41847862325206797
BE,2007,0.37698708612218895
BE,2008,0.35448920412948265
BE,2009,0.3674529795445011
BE,2010,0.4107152696066975
BE,2011,0.43986434813991526
BE,2012,0.4688891633094615
BE,2013,0.5309680332155989
BE,2014,0.5695362747151086
BE,2015,0.6262190080538158
BE,2016,0.8068513400706486
BE,2017,0.9071691535625664
BE,2018,1.095689102588441
BE,2019,1.1661277902855718
BE,2020,0.8915212894922458
BE,2021,0.8929192523335491
BG,1993,0.2509569787670006
BG,1994,0.2294205992863688
BG,1995,0.16998271009337224
BG,1996,0.20834888278172503
BG,1997,0.08443675730115202
BG,1998,0.21223706265176667
BG,1999,0.3101520440822228
BG,2000,0.294341511596024
BG,2001,0.35174387717162786
BG,2002,0.36427179056939524
BG,2003,0.43012802448232956
BG,2004,0.4520811017285248
BG,2005,0.5039404876744393
BG,2006,0.5458890620163771
BG,2007,1.0459023980873048
BG,2008,1.0535348621961145
BG,2009,0.6034742949567248
BG,2010,0.5578713711455651
BG,2011,0.5738737644734622
BG,2012,0.5894144926510226
BG,2013,0.5994542107580155
BG,2014,0.6326401407205147
BG,2015,0.6771128842610455
BG,2016,0.06111367373220497
BG,2017,0.07792847781166823
BG,2018,0.08568984842349392
BG,2019,0.09858349655074858
BG,2020,0.061242580235221
BG,2021,0.07327885022613648
CH,1993,0.7605378557205129
CH,1994,0.7778265637078164
CH,1995,0.7873524948792912
CH,1996,0.7944081733337414
CH,1997,0.7871014902661609
CH,1998,0.8524239103173397
CH,1999,0.8996403268726081
CH,2000,0.8737256310828575
CH,2001,0.8351964229673849
CH,2002,0.7372862576554354
CH,2003,0.6482683899184005
CH,2004,0.6066230513618736
CH,2005,0.5710508000303484
CH,2006,0.5779228165727522
CH,2007,0.5867998089883293
CH,2008,0.5956768014039066
CH,2009,0.5745556815185676
CH,2010,0.6302664615059834
CH,2011,0.6679171534755006
CH,2012,0.6370007316143523
CH,2013,0.5898608408557697
CH,2014,0.5818968011946567
CH,2015,0.6082163184488764
CH,2016,0.599027866040787
CH,2017,0.5989735327251398
CH,2018,0.6259014300630134
CH,2019,0.6721934149943148
CH,2020,0.5102801343660537
CH,2021,0.5435198794145892
CZ,2003,0.44101828552813044
CZ,2004,0.3762580253041501
CZ,2005,0.38108992624328764
CZ,2006,0.36648765976307096
CZ,2007,0.39411200583792627
CZ,2008,0.43220394827620645
CZ,2009,0.4890176039310947
CZ,2010,0.512638200960603
CZ,2011,0.526080445854297
CZ,2012,0.5307205322003876
CZ,2013,0.5012358890405838
CZ,2014,0.5873880434034305
CZ,2015,0.6994564805601897
CZ,2016,0.785081905961177
CZ,2017,0.820911654071934
CZ,2018,0.7901695596910442
CZ,2019,0.7537613231250659
CZ,2020,0.6040637342942035
CZ,2021,0.43660654988804826
DE,1993,8.401621323210154
DE,1994,8.240584612924186
DE,1995,8.751017557098983
DE,1996,9.18731993976129
DE,1997,9.283702655561623
DE,1998,9.517679559234354
DE,1999,9.118547580747183
DE,2000,7.272784408059698
DE,2001,6.759890339136657
DE,2002,6.235259549680524
DE,2003,6.011151879922869
DE,2004,5.656317055038859
DE,2005,5.9255566820203125
DE,2006,5.973672289221568
DE,2007,5.091031329257747
DE,2008,5.344434422369208
DE,2009,8.15751546894037
DE,2010,5.236942634683893
DE,2011,5.180463531949967
DE,2012,4.9266677719502825
DE,2013,4.7715736266971405
DE,2014,4.871808806613443
DE,2015,5.117741953252842
DE,2016,5.418558800151171
DE,2017,6.4293173809605415
DE,2018,7.075999551618935
DE,2019,7.392754963940892
DE,2020,5.884771887354345
DE,2021,5.383738213574861
DK,1993,0.17840838974607898
DK,1994,0.2551423953859797
DK,1995,0.24096000742974136
DK,1996,0.26136426575401045
DK,1997,0.29270720080200857
DK,1998,0.3214354954813211
DK,1999,0.2636574196935253
DK,2000,0.31611460766245236
DK,2001,0.30861624721330966
DK,2002,0.29929834171227465
DK,2003,0.28973579149838014
DK,2004,0.28427715634270323
DK,2005,0.4977419005482331
DK,2006,0.27478188342484505
DK,2007,0.35886932929355536
DK,2008,0.2516965967076434
DK,2009,0.2763237567276418
DK,2010,0.3010059618080337
DK,2011,0.32568816688842556
DK,2012,0.3503703719688173
DK,2013,0.3767773222748685
DK,2014,0.3940767615329437
DK,2015,0.4356174337764816
DK,2016,0.43112208717768885
DK,2017,0.4381433904367556
DK,2018,0.4417396677157898
DK,2019,0.500387121506026
DK,2020,0.4805556094698553
DK,2021,0.5399492296343129
EE,1993,0.16400756629043156
EE,1994,0.15718119396025823
EE,1995,0.13491416581579693
EE,1996,0.10587192602727703
EE,1997,0.03486561393139959
EE,1998,0.03573750024627006
EE,1999,0.036609386561140524
EE,2000,0.027248973827008256
EE,2001,0.03534122993989784
EE,2002,0.03934710602602384
EE,2003,0.04163341794013113
EE,2004,0.042242027731351245
EE,2005,0.051677089574075685
EE,2006,0.06111215141680012
EE,2007,0.07211220986551911
EE,2008,0.05955681528368206
EE,2009,0.020831199679380335
EE,2010,0.022193326354968197
EE,2011,0.03663573330535014
EE,2012,0.03881900017544133
EE,2013,0.03934710602602384
EE,2014,0.042100340795829104
EE,2015,0.04535592015521286
EE,2016,0.053441735952851455
EE,2017,0.06178516436053029
EE,2018,0.06363675499519465
EE,2019,0.06866020089097967
EE,2020,0.04536558062808937
EE,2021,0.05755065708299356
EL,1993,0.4795166909933421
EL,1994,0.3649893162105013
EL,1995,0.41080026612363757
EL,1996,0.43556285668064204
EL,1997,0.5156706397842095
EL,1998,0.5716296247749844
EL,1999,0.8397404597139101
EL,2000,0.9457313980418639
EL,2001,0.9049944656675468
EL,2002,0.8662657362645492
EL,2003,0.8425135425003243
EL,2004,0.8657628861176405
EL,2005,0.8890122297349567
EL,2006,0.9122615733522729
EL,2007,0.9355109169695891
EL,2008,0.8537325042483302
EL,2009,0.6797656140599876
EL,2010,0.5391239813298705
EL,2011,0.49578306511317133
EL,2012,0.4524421488964724
EL,2013,0.4091012326797733
EL,2014,0.3657603164630741
EL,2015,0.32241940024637505
EL,2016,0.2790784840296759
EL,2017,0.23573756781297675
EL,2018,0.1923966515962777
EL,2019,0.14905573537957856
EL,2020,0.10571481916287943
EL,2021,0.14521699699344126
ES,1993,1.9035339027242797
ES,1994,2.1730137929168225
ES,1995,1.8340620909508287
ES,1996,1.8750033524059644
ES,1997,1.951949761454252
ES,1998,2.074601392197333
ES,1999,2.3030367287613442
ES,2000,2.134601624676958
ES,2001,2.2506112556640914
ES,2002,1.8880557270441842
ES,2003,1.8238651188938355
ES,2004,1.7597433721924174
ES,2005,1.6956216254909995
ES,2006,1.6314998787895814
ES,2007,1.5640907804181896
ES,2008,1.1827360762402133
ES,2009,0.9356862380039014
ES,2010,0.93845634629043
ES,2011,0.7816212662849991
ES,2012,0.706127207795976
ES,2013,0.816288310722794
ES,2014,0.9350758751611069
ES,2015,1.243741059861054
ES,2016,1.6042495254082043
ES,2017,2.0582874889324883
ES,2018,2.7137796213034084
ES,2019,2.8098914236154426
ES,2020,1.856798889361387
ES,2021,2.0517174806913316
FI,1993,0.1608928177195259
FI,1994,0.19846033869306226
FI,1995,0.23258770180704455
FI,1996,0.25929566649385444
FI,1997,0.2794598526434691
FI,1998,0.33236474407418415
FI,1999,0.35831550010169005
FI,2000,0.3393821675340717
FI,2001,0.2863526327026481
FI,2002,0.30939608140862873
FI,2003,0.39156101115565983
FI,2004,0.3772239039891668
FI,2005,0.37041837431048363
FI,2006,0.36361284463180055
FI,2007,0.28118927982829933
FI,2008,0.22094289209585466
FI,2009,0.1525385937870399
FI,2010,0.20455540098770703
FI,2011,0.22895123059137462
FI,2012,0.21367306574953246
FI,2013,0.2001056315824142
FI,2014,0.20050137437966364
FI,2015,0.21666450736653603
FI,2016,0.2467440760425104
FI,2017,0.2544408060362591
FI,2018,0.2805660628247569
FI,2019,0.2848880727443235
FI,2020,0.24740156998124763
FI,2021,0.2490437467855819
FR,1993,2.9074632219416
FR,1994,3.2018027322135985
FR,1995,3.200993706947626
FR,1996,4.014333774339079
FR,1997,3.089162237423597
FR,1998,3.602068757482122
FR,1999,3.7209117793112485
FR,2000,3.369878506147891
FR,2001,3.0580659099590743
FR,2002,2.4482406428079235
FR,2003,2.030991286381294
FR,2004,1.922826778120277
FR,2005,1.8493351502716315
FR,2006,1.7758435224229854
FR,2007,1.6710494361512453
FR,2008,1.4439737123605214
FR,2009,2.0804255198745363
FR,2010,2.026115436789817
FR,2011,1.8602683569790295
FR,2012,1.5389644375549292
FR,2013,1.7881907151795329
FR,2014,1.96139031579832
FR,2015,2.4695325759572264
FR,2016,2.892900767154088
FR,2017,3.330905806266367
FR,2018,3.9680860464911243
FR,2019,4.498753925837101
FR,2020,3.2587816687619298
FR,2021,3.539277857816169
HR,1993,0.13566180485354237
HR,1994,0.1337462449681158
HR,1995,0.15241059540015137
HR,1996,0.17505745662624317
HR,1997,0.26977880334786974
HR,1998,0.21702984540611456
HR,1999,0.2166930776198057
HR,2000,0.22609476912198814
HR,2001,0.2312080781709898
HR,2002,0.18608737403103823
HR,2003,0.17951267816621921
HR,2004,0.15486992712402162
HR,2005,0.1673499027646665
HR,2006,0.20387015496741512
HR,2007,0.18980726774402792
HR,2008,0.19196381742149204
HR,2009,0.10244537851770157
HR,2010,0.08235053739703292
HR,2011,0.07498490067629583
HR,2012,0.05417944863038829
HR,2013,0.04793225171372285
HR,2014,0.054420438422425825
HR,2015,0.05183443257709992
HR,2016,0.06486641902343762
HR,2017,0.06655025795498196
HR,2018,0.12992130442269947
HR,2019,0.152558896810636
HR,2020,0.09530219391269144
HR,2021,0.07238344676737778
HU,1993,0.17461847773231592
HU,1994,0.13056878365473218
HU,1995,0.16036568960484845
HU,1996,0.18312800931338255
HU,1997,0.2057458445804978
HU,1998,0.2937082735255704
HU,1999,0.36541921290354745
HU,2000,0.36991328105018084
HU,2001,0.3840306150138181
HU,2002,0.4362226093838621
HU,2003,0.5082962649116511
HU,2004,0.4690235876784794
HU,2005,0.40533253816342724
HU,2006,0.3416414886483749
HU,2007,0.28868141900120475
HU,2008,0.335114604680112
HU,2009,0.21194094946105815
HU,2010,0.09303593990364623
HU,2011,0.10588301481980907
HU,2012,0.14911998391441159
HU,2013,0.1618797661472172
HU,2014,0.2161637748253056
HU,2015,0.28537182226495345
HU,2016,0.18596351647622825
HU,2017,0.2362591525526494
HU,2018,0.3099612681389306
HU,2019,0.37622544508466843
HU,2020,0.292204732307055
HU,2021,0.2948475935480089
IE,1993,0.16137805784430762
IE,1994,0.20445807445930772
IE,1995,0.2198690430403367
IE,1996,0.29886485372703653
IE,1997,0.3512930761452328
IE,1998,0.38255054754120066
IE,1999,0.4772539950552159
IE,2000,0.6373254501977937
IE,2001,0.44156859228116413
IE,2002,0.3956197306036707
IE,2003,0.37170322028070585
IE,2004,0.38322594120827835
IE,2005,0.39244559077141733
IE,2006,0.40166524033455614
IE,2007,0.410884889897695
IE,2008,0.24495928656323696
IE,2009,0.07903368322877889
IE,2010,0.12360019712038449
IE,2011,0.10097450927328298
IE,2012,0.05545802578452611
IE,2013,0.0646452732838862
IE,2014,0.06951189494105324
IE,2015,0.11686519672064748
IE,2016,0.13919421632146253
IE,2017,0.14321501787219584
IE,2018,0.1787868030200102
IE,2019,0.19774832242095677
IE,2020,0.1492683125145087
IE,2021,0.19455124866044432
IT,1993,5.810264289034844
IT,1994,5.663364789498971
IT,1995,4.911283873846833
IT,1996,4.814034737844942
IT,1997,6.07882382684261
IT,1998,5.8766519781242605
IT,1999,5.575845915898733
IT,2000,5.276953610315555
IT,2001,5.157833853169892
IT,2002,4.679168999149202
IT,2003,4.380276693566025
IT,2004,4.128807834084677
IT,2005,3.9269977131969505
IT,2006,3.7251875923092235
IT,2007,3.523377471421497
IT,2008,3.3215673505337704
IT,2009,3.902786682072143
IT,2010,3.2935009809065194
IT,2011,2.4414773552482405
IT,2012,2.0291694621561343
IT,2013,1.8664321303573252
IT,2014,1.9115615418410192
IT,2015,2.185154541116662
IT,2016,2.5478786691185027
IT,2017,2.6693411550133455
IT,2018,2.917993484121217
IT,2019,3.5802089328103626
IT,2020,2.84770698410955
IT,2021,3.41862480170234
LT,1993,0.4417346305450676
LT,1994,0.4283460521238026
LT,1995,0.41495747370253755
LT,1996,0.40156889528127243
LT,1997,0.38818031686001314
LT,1998,0.374791738438748
LT,1999,0.361403160017483
LT,2000,0.348014581596218
LT,2001,0.334626003174953
LT,2002,0.21040009383321925
LT,2003,0.2849387220328095
LT,2004,0.31488989001379797
LT,2005,0.39366287928934307
LT,2006,0.35802668949341515
LT,2007,0.3594381431854001
LT,2008,0.3196701338210547
LT,2009,0.18489138586995266
LT,2010,0.15206603975122557
LT,2011,0.10004733616285684
LT,2012,0.1288554679274729
LT,2013,0.1370708522372315
LT,2014,0.10779525183531273
LT,2015,0.10159752248268648
LT,2016,0.11817908743681746
LT,2017,0.15236461649376082
LT,2018,0.18247261266274764
LT,2019,0.07325082750198858
LT,2020,0.12344489544153057
LT,2021,0.09287546248862558
LU,1993,0.011096042764380157
LU,1994,0.013436060249822853
LU,1995,0.015776077735265553
LU,1996,0.018116095220708252
LU,1997,0.02045611270615095
LU,1998,0.022796130191593645
LU,1999,0.02513614767703634
LU,2000,0.027476165162479044
LU,2001,0.02981618264792174
LU,2002,0.052165580416155814
LU,2003,0.04697585489699332
LU,2004,0.041887145932948344
LU,2005,0.037742310405782686
LU,2006,0.03648276023416113
LU,2007,0.036552209115804424
LU,2008,0.03802326269970328
LU,2009,0.04035611376944846
LU,2010,0.052104166942305956
LU,2011,0.05656955784465988
LU,2012,0.06217769852678071
LU,2013,0.05424015052111188
LU,2014,0.06822003820859704
LU,2015,0.06171566257865797
LU,2016,0.07859661945842436
LU,2017,0.08956179432912109
LU,2018,0.09365152991713174
LU,2019,0.10159883520369259
LU,2020,0.08235374655955659
LU,2021,0.09035299501792506
LV,1993,0.16733903371753253
LV,1994,0.16174381621017905
LV,1995,0.1451472366874289
LV,1996,0.1423965032947612
LV,1997,0.18474735949102344
LV,1998,0.1479685804238816
LV,1999,0.12038449612352525
LV,2000,0.08792829810200409
LV,2001,0.08451137146579969
LV,2002,0.08640250067325872
LV,2003,0.10239113851813976
LV,2004,0.11743421175929125
LV,2005,0.1439560708879255
LV,2006,0.18408423626243392
LV,2007,0.19179918382468158
LV,2008,0.09683441146375521
LV,2009,0.026884120892400748
LV,2010,0.0339144551214287
LV,2011,0.044490656614442355
LV,2012,0.0428574086625459
LV,2013,0.0442036102168816
LV,2014,0.01832798923462744
LV,2015,0.022567679876674424
LV,2016,0.02904848143015826
LV,2017,0.029404603164030416
LV,2018,0.03162115395588989
LV,2019,0.03539113231101928
LV,2020,0.026107407110765785
LV,2021,0.03136941273022163
NL,1993,1.3044882546771803
NL,1994,1.2954981957749399
NL,1995,1.2244472159294004
NL,1996,1.2665123115020895
NL,1997,1.2560889151784274
NL,1998,1.3703409907990312
NL,1999,1.495101952324323
NL,2000,1.4666370881233137
NL,2001,1.2960948728179997
NL,2002,1.2316373118644903
NL,2003,1.1704663503593284
NL,2004,1.140707268890003
NL,2005,1.078710699671781
NL,2006,1.1207335781674201
NL,2007,1.1473778309206457
NL,2008,1.184458145120648
NL,2009,0.9786213979745496
NL,2010,1.2157188352492982
NL,2011,1.2633840260926794
NL,2012,1.1388225402564491
NL,2013,1.1203852872817572
NL,2014,0.9700439433449017
NL,2015,1.178302895286748
NL,2016,1.0641141452817193
NL,2017,1.1234217505485835
NL,2018,1.2307491701060493
NL,2019,1.2176565990858965
NL,2020,1.051005742857673
NL,2021,1.1213288389538263
NO,1993,0.16474062418933036
NO,1994,0.2514194402561531
NO,1995,0.27568422629788614
NO,1996,0.40490332871049434
NO,1997,0.4267294804942141
NO,1998,0.38766931282186406
NO,1999,0.33473369139592
NO,2000,0.33646849828962055
NO,2001,0.3268467730310039
NO,2002,0.31722504777238736
NO,2003,0.30760332251377087
NO,2004,0.29799360283919374
NO,2005,0.2516460456548977
NO,2006,0.20529848847060167
NO,2007,0.12009785993863621
NO,2008,0.11305058210747918
NO,2009,0.09726624049161255
NO,2010,0.113839949258073
NO,2011,0.11394499811841818
NO,2012,0.16097087080094313
NO,2013,0.2058507453364164
NO,2014,0.1895411594188238
NO,2015,0.1946105172794815
NO,2016,0.25247443095361977
NO,2017,0.2779262691172534
NO,2018,0.2411801777685073
NO,2019,0.1846188699626494
NO,2020,0.1739068876034503
NO,2021,0.16990002393028392
PL,1993,1.4235155346036201
PL,1994,1.4383152097274912
PL,1995,1.2162841238464155
